REF_DATE	GEO	National Occupational Classification (NOC)	VALUE
2006	British Columbia	Paraprofessional occupations in legal, social, community and education services [42]	42.8
2006	British Columbia	Occupations in front-line public protection services [43]	10.2
2006	British Columbia	Care providers and educational, legal and public protection support occupations [44]	30.6
2006	British Columbia	Occupations in art, culture, recreation and sport [5]	70.6
2006	British Columbia	Professional occupations in art and culture [51]	26.2
2006	British Columbia	Technical occupations in art, culture, recreation and sport [52]	44.4
2006	British Columbia	Sales and service occupations [6]	548.4
2006	British Columbia	Retail sales supervisors and specialized sales occupations [62]	67.8
2006	British Columbia	Service supervisors and specialized service occupations [63]	81.3
2006	British Columbia	Sales representatives and salespersons - wholesale and retail trade [64]	110.4
2006	British Columbia	Service representatives and other customer and personal services occupations [65]	109.9
2006	British Columbia	Sales support occupations [66]	73.5
2006	British Columbia	Service support and other service occupations, n.e.c. [67]	105.5
2006	British Columbia	Trades, transport and equipment operators and related occupations [7]	332
2006	British Columbia	Industrial, electrical and construction trades [72]	126.5
2006	British Columbia	Maintenance and equipment operation trades [73]	68.8
2006	British Columbia	Other installers, repairers and servicers and material handlers [74]	33.1
2006	British Columbia	Transport and heavy equipment operation and related maintenance occupations [75]	76.6
2006	British Columbia	Trades helpers, construction labourers and related occupations [76]	27.1
2006	British Columbia	Natural resources, agriculture and related production occupations [8]	59.8
2006	British Columbia	Supervisors and technical occupations in natural resources, agriculture and related production [82]	23.7
2006	British Columbia	Workers in natural resources, agriculture and related production [84]	17.1
2006	British Columbia	Harvesting, landscaping and natural resources labourers [86]	19.1
2006	British Columbia	Occupations in manufacturing and utilities [9]	95.9
2006	British Columbia	Processing, manufacturing and utilities supervisors and central control operators [92]	19.4
2006	British Columbia	Processing and manufacturing machine operators and related production workers [94]	38.8
2006	British Columbia	Assemblers in manufacturing [95]	16.3
2006	British Columbia	Labourers in processing, manufacturing and utilities [96]	21.4
2007	Newfoundland and Labrador	Total employed, all occupations	217.4
2007	Newfoundland and Labrador	Management occupations [0]	20.5
2007	Newfoundland and Labrador	Senior management occupations [00]	1.4
2007	Newfoundland and Labrador	Specialized middle management occupations [01-05]	5.5
2007	Newfoundland and Labrador	Middle management occupations in retail and wholesale trade and customer services [06]	10.5
2007	Newfoundland and Labrador	Middle management occupations in trades, transportation, production and utilities [07-09]	3.1
2007	Newfoundland and Labrador	Business, finance and administration occupations [1]	28.3
2007	Newfoundland and Labrador	Professional occupations in business and finance [11]	4.7
2007	Newfoundland and Labrador	Administrative and financial supervisors and administrative occupations [12]	8.5
2007	Newfoundland and Labrador	Finance, insurance and related business administrative occupations [13]	1.6
2007	Newfoundland and Labrador	Office support occupations [14]	10.1
2007	Newfoundland and Labrador	Distribution, tracking and scheduling co-ordination occupations [15]	3.3
2007	Newfoundland and Labrador	Natural and applied sciences and related occupations [2]	14.8
2007	Newfoundland and Labrador	Professional occupations in natural and applied sciences [21]	6
2007	Newfoundland and Labrador	Technical occupations related to natural and applied sciences [22]	8.8
2007	Newfoundland and Labrador	Health occupations [3]	15
2007	Newfoundland and Labrador	Professional occupations in nursing [30]	5.2
2007	Newfoundland and Labrador	Professional occupations in health (except nursing) [31]	2.3
2007	Newfoundland and Labrador	Technical occupations in health [32]	5
2007	Newfoundland and Labrador	Assisting occupations in support of health services [34]	2.5
2007	Newfoundland and Labrador	Occupations in education, law and social, community and government services [4]	27.3
2007	Newfoundland and Labrador	Professional occupations in education services [40]	10.6
2007	Newfoundland and Labrador	Professional occupations in law and social, community and government services [41]	4.3
2007	Newfoundland and Labrador	Paraprofessional occupations in legal, social, community and education services [42]	3.7
2007	Newfoundland and Labrador	Occupations in front-line public protection services [43]	1.5
2007	Newfoundland and Labrador	Care providers and educational, legal and public protection support occupations [44]	7.2
2007	Newfoundland and Labrador	Occupations in art, culture, recreation and sport [5]	4
2007	Newfoundland and Labrador	Professional occupations in art and culture [51]	1.1
2007	Newfoundland and Labrador	Technical occupations in art, culture, recreation and sport [52]	2.9
2007	Newfoundland and Labrador	Sales and service occupations [6]	54
2007	Newfoundland and Labrador	Retail sales supervisors and specialized sales occupations [62]	4.7
2007	Newfoundland and Labrador	Service supervisors and specialized service occupations [63]	8.7
2007	Newfoundland and Labrador	Sales representatives and salespersons - wholesale and retail trade [64]	8.8
2007	Newfoundland and Labrador	Service representatives and other customer and personal services occupations [65]	11
2007	Newfoundland and Labrador	Sales support occupations [66]	10.2
2007	Newfoundland and Labrador	Service support and other service occupations, n.e.c. [67]	10.6
2007	Newfoundland and Labrador	Trades, transport and equipment operators and related occupations [7]	31.8
2007	Newfoundland and Labrador	Industrial, electrical and construction trades [72]	12.4
2007	Newfoundland and Labrador	Maintenance and equipment operation trades [73]	6.7
2007	Newfoundland and Labrador	Other installers, repairers and servicers and material handlers [74]	2.5
2007	Newfoundland and Labrador	Transport and heavy equipment operation and related maintenance occupations [75]	7.8
2007	Newfoundland and Labrador	Trades helpers, construction labourers and related occupations [76]	2.4
2007	Newfoundland and Labrador	Natural resources, agriculture and related production occupations [8]	12
2007	Newfoundland and Labrador	Supervisors and technical occupations in natural resources, agriculture and related production [82]	9.2
2007	Newfoundland and Labrador	Workers in natural resources, agriculture and related production [84]	1.3
2007	Newfoundland and Labrador	Harvesting, landscaping and natural resources labourers [86]	1.5
2007	Newfoundland and Labrador	Occupations in manufacturing and utilities [9]	9.6
2007	Newfoundland and Labrador	Processing, manufacturing and utilities supervisors and central control operators [92]	2.2
2007	Newfoundland and Labrador	Processing and manufacturing machine operators and related production workers [94]	3.3
2007	Newfoundland and Labrador	Assemblers in manufacturing [95]	0.5
2007	Newfoundland and Labrador	Labourers in processing, manufacturing and utilities [96]	3.5
2007	Nova Scotia	Total employed, all occupations	444.4
2007	Nova Scotia	Management occupations [0]	41.3
2007	Nova Scotia	Senior management occupations [00]	1.5
2007	Nova Scotia	Specialized middle management occupations [01-05]	12.2
2007	Nova Scotia	Middle management occupations in retail and wholesale trade and customer services [06]	18.3
2007	Nova Scotia	Middle management occupations in trades, transportation, production and utilities [07-09]	9.2
2007	Nova Scotia	Business, finance and administration occupations [1]	63.4
2007	Nova Scotia	Professional occupations in business and finance [11]	11.4
2007	Nova Scotia	Administrative and financial supervisors and administrative occupations [12]	16.1
2007	Nova Scotia	Finance, insurance and related business administrative occupations [13]	4.9
2007	Nova Scotia	Office support occupations [14]	22.4
2007	Nova Scotia	Distribution, tracking and scheduling co-ordination occupations [15]	8.5
2007	Nova Scotia	Natural and applied sciences and related occupations [2]	25.1
2007	Nova Scotia	Professional occupations in natural and applied sciences [21]	11.4
2007	Nova Scotia	Technical occupations related to natural and applied sciences [22]	13.8
2007	Nova Scotia	Health occupations [3]	33.2
2007	Nova Scotia	Professional occupations in nursing [30]	8.7
2007	Nova Scotia	Professional occupations in health (except nursing) [31]	6.3
2007	Nova Scotia	Technical occupations in health [32]	10.3
2007	Nova Scotia	Assisting occupations in support of health services [34]	8
2007	Nova Scotia	Occupations in education, law and social, community and government services [4]	49.5
2007	Nova Scotia	Professional occupations in education services [40]	18.3
2007	Nova Scotia	Professional occupations in law and social, community and government services [41]	9.9
2007	Nova Scotia	Paraprofessional occupations in legal, social, community and education services [42]	7.4
2007	Nova Scotia	Occupations in front-line public protection services [43]	3.3
2007	Nova Scotia	Care providers and educational, legal and public protection support occupations [44]	10.5
